COD_DISCIPLINA;SGL_DISCIPLINA;NOM_DISCIPLINA;DSC_TPO_CHORARIA;VAL_CARGA_HORARIA;DSC_EMENTA
125634;800023049;Microeconomia;Teórica;80;"O problema econômico fundamental. Demanda e oferta. Equilíbrio de Mercado. Elasticidade. Teoria do Consumidor. Equilíbrio do Consumidor. Teoria da Produção. Teoria dos Custos.""""59123"
54693;100032052;Orientação de Trabalho de Conclusão de Curso I;Trabalho de Conclusão de Curso;136;"Elaboração, de forma orientada, de projeto de monografia, início da investigação e da redação que visa a ampliar a capacidade de o aluno analisar a realidade do ponto de vista da Psicologia; de desenvolver sínteses conclusivas originais, mesmo que pr"
62232;502007188;Prática Real II;Prática;40;"Estágio Supervisionado.""""117970"
0;105092001;Estratégias de Aprendizagem e Recursos Tecnológicos;Estudos Independentes;40;"Sujeito aprendente. Conceitos e estilos de aprendizagem. Estratégias para a organização dos estudos acadêmicos. Metodologias do aprender a aprender em novos recursos tecnológicos.""""107689"
16687;3308885;Engenharia de Software;Teórica;80;Introdução à Engenharia de Software. Processos de desenvolvimento de software. Ambientes de Engenharia de Software. Normas e Padrões. Métodos orientados a objetos para análise e desenho. Qualidade de Software. Gerência de configuração e versão de sof
117253;3778-40;Estruturas de Concreto Armado II;Prática;20;"Pilares contraventados de edifícios. Punção. Sapatas. Blocos sobre estacas. Escadas de edifícios. Vigas. Parede. Reservatórios prismáticos. Muros de arrimo. Vigas balcão. Consolos e dentes Gerber.""""117253"
120563;1010121-80;Auditoria e Segurança Em Informática;Teórica;80;Tecnologia e princípios de segurança de computadores e de software. Gerenciamento de segurança: planejamento, implementação e avaliação de politicas de segurança de informações. Avaliação de riscos e vulnerabilidades dos sistemas de informação. Audit
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
106797;800086002;Filosofia Geral;Teórica;40;"A disciplina tem como enfoque discutir de que modo a investigação filosófica é peça essencial para a reflexão acerca do agir humano a partir de suas bases culturais e históricas.""""89620"
59124;106031020;Exploração Mineral;Teórica;80;"?	Definição e etapas da exploração mineral. Utilização de técnicas e estratégias exploratórias.  Exemplos de projetos greenfield e brownfield. Definição de alvos. Exploração mineral nas províncias metalogenéticas brasileiras""""118343"
118343;TEC004-80;Raciocínio Lógico;Prática;20;"Desenvolvimento do raciocínio lógico matemático através de plataforma apropriada, interação do aluno on-line.""""16662"
122338;3775-40;Estruturas de Madeira;Teórica;40;O uso da madeira: vantagens e desvantagens. O processo de formação da madeira. Anatomia da madeira. Propriedades físicas da madeira. Propriedades mecânicas da madeira. Características de peças estruturais de madeira empregadas em estruturas. Estado l
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
0;NULL;NULL;NULL;NULL;NULL
106954;800025032;Língua Portuguesa: História e Evolução da Língua;Teórica;40;Conceito de Linguística Histórica. Diferenças entre diacronia e sincronia. Perspectivas de estudoda história da língua portuguesa. Síntese histórica do latim. Contatos interlinguísticos. Períodoshistóricos da língua portuguesa. Metaplasmos. Forma
127161;104000240;Design Visual em Jornalismo;Teórica;40;"Os Sistemas Gráficos. As cores nas artes gráficas. O papel nas artes gráficas. A diagramação e editoração. Estética volume equilíbrio luz forma e movimento. Design de informação. Percepção visual. Sintaxe visual. Planejamento gráfico e editorial."""""
84138;808000496;Direito Ambiental I;Teórica;40;A disciplina tem a finalidade de proporcionar aos alunos uma base sólida conceitual, estrutural e procedimental do Direito Ambiental. Com este instrumental os alunos estarão preparados para enfrentar os desafios contemporâneos desse ramo do direito, 
110442;105002077;Introdução aos Estudos de Língua Inglesa;Teórica;40;A língua inglesa no contexto internacional. Língua franca e inglês global. Cognatos e a influência do conhecimento prévio no desenvolvimento das quatro habilidades em Língua Inglesa. Estudos autônomos. O uso de projetos para a recepção e a produção d
117951;3434-80;Eletrônica Digital;Teórica;40;Introdução à Álgebra booleana. Problemas de Lógica booleana, Circuitos básicos, implementação com portas NE e NOU. Circuitos multiplex e demultiplex.  Minimização de funções Booleanas. Sistemas de numeração. Aritmética binária. Circuitos aritméticos.
123930;306036035;Fundamentos de Gestão de Pessoas;Prática;20;"A relação da gestão de pessoas com o comportamento organizacional. Capital humano capital intelectual valores humanos nas organizações. Aprendizagem organizacional gestão  e mediação de conflitos nas organizações. Cultura Organizacional.""""123930"
84130;808000488;Direito do Consumidor II;Teórica;40;"Estudo do direito do consumidor, com enfoque na responsabilidade civil pelo vício do produto e do serviço no CDC, decadência nas relações de consumo, práticas comerciais, proteção contratual do consumidor e a defesa do consumidor em juízo.""""120280"
92300;800083010;Projeto Aplicado em Engenharia de Software;Estudos Autônomos;80;Identificação, investigação e proposição de soluções para situações-problema que assegurem a inter-relação entre os conteúdos vivenciados. Pensamento crítico e analítico. Desenvolvimento de competências para elaboração de projetos e competências mult
108006;1212052005;Projeto Interdisciplinar 1A;Ensino a Distância;80;O experimento e a integração dos conhecimentos teóricos, e práticos como fonte deaprendizagem significativa, do crescimento individual e coletivo. Estudo e debate dosprincipais temas contemporâneos de formação geral, articulados às bases teóricas d
118302;3766-40;Hidráulica Geral;Teórica;20;"Hidrometria aplicada à engenharia civil: foronomia e vertedores. Condutos forçados. Condutos livres.""""107572"
107553;105005059;Linguagens e Conteúdos da Educação Infantil: Teoria e Métodos;Teórica;80;Oralidade. Texto oral e escrito. Importância dos registros. Níveis de escrita. Pressupostos teóricos e metodológicos do processo de aquisição da leitura e da escrita. Consciência fonológica. Organização do espaço alfabetizador e elaboração de materia
89582;106046037;Gestão de Pessoas;Teórica;40;"Políticas e Práticas de Recursos Humanos, Recrutamento e Seleção, Treinamento e Desenvolvimento, Remuneração, Motivação, Liderança, Ética e Realização Pessoal.""""135897"
135897;1212046016;Educomunicação;Estudos Independentes;40;Educomunicação como campo de pesquisa e atuação interdisciplinar, que transcende limites entre educação e comunicação. Estudo sobre espaços de encontro e trabalho entre as duas áreas, promovendo projetos educomunicativos como ferramentas de transform
83627;808000098;Automação Industrial;Teórica;40;Automação da Manufatura. Controle de Processos. Tipos de Controle e Automação encontrados na Indústria. Variáveis de Controle Industrial (Vazão, Pressão, Temperatura e Nível). Sensores e Atuadores Industriais. Controladores Lógicos Programáveis. Norm
0;NULL;NULL;NULL;NULL;NULL
85908;312000297;Laboratório de Práticas e Legislação Trabalhista;Ensino a Distância;80;Legislação do Trabalho básica. Princípios. Relação de emprego e relação de trabalho. Sujeitos. Efeitos do Contrato de Trabalho. Extinção do Contrato de Trabalho. Gestão do setor de Recursos Humanos, com foco trabalhista. Cálculo de verbas salariais e
87410;800000481;Estágio Supervisionado II;Estágio Supervisionado;40;"Aplicação de trabalho prático individual. Elaboração de um plano de estágio e desenvolvimento de suas fases técnicas e a orientação metodológica.""""93475"
126833;1212000756;Estudo Dirigido - Elementos Mecânicos;Teórica;80;"Princípios de funcionamento e aplicações dos elementos de transmissão de movimento: acoplamento, eixos e fusos, corrente, correias, mancais, engrenagens, rolamentos, buchas e flanges, embreagens e freios. Elementos roscados e de fixação; Fusos de esf"
113209;3436-80;Eletromagnetismo II;Teórica;80;"Equações de Poisson e Laplace. Campo magnético estacionário. Forças magnéticas, Materiais e indutância. Campos variáveis no Tempo e Equações de Maxwell.""""112321"
0;105092010;Residência Docente 3A;Estudos Autônomos;100;"Experimentação Docente ? Desenvolvimento de Projeto de Intervenção""""107759"
125298;1901003010;Institucional II;Ensino a Distância;60;Estudo dos métodos básicos de observação crítica de fenômenos compreensão de sua dinâmica e elaboração de hipóteses. Estudo dos principais métodos de investigação seus precedentes e inter-relações e proposição de experimentos a fim de esclarecer fenô
122854;1512000034;Planejamento de Campanha;Prática;40;Técnicas de planejamento ? estratégico, tático e operacional. Posicionamento do produto em relação ao mercado. Tendência de planejamento ? etapas ? definição de objetivos e metas. Elaboração, análise e adequação de estratégias e planos de comunicação
84524;101095028;Prescrição de Exercícios para Grupos Especiais;Prática;40;"Implicações, restrições e recomendações para a prescrição de treinamento físico como intervenção do profissional de Educação Física, em relação aos sujeitos com doenças crônicas não transmissíveis e outros problemas de saúde.""""84524"
62345;100091020;Bovinocultura de Corte;Estudos Autônomos;20;Sistema de produção de bovinos de corte no Brasil, abordando as principais raças, tecnologias aplicadas aos sistema de produção, manejo da cria, recria e engorda, estratégias de suplementação nutricional de acordo com o sistema visando a produção sus
106162;312047003;Grandes Problemas Urbanos;Ensino a Distância;80;A urbanização como fenômeno crescente e sistêmico e as grandes discussões sobre o Planejamento e a Gestão das Cidades Contemporâneas. Estudo da produção e organização do espaço, especialmente no contexto da urbanização do Brasil. Relações entre teori
0;NULL;NULL;NULL;NULL;NULL
93039;608000093;Circuitos Elétricos I;Prática;40;Conceitos Básicos de Circuitos. Bipolos e Leis de Ohm. Leis de Kirchhoff e Associações de Resistores. Equivalência Thèvenin e Norton.  Superposição e Linearidade em circuitos elétricos. Análise de circuitos através do método de Malhas e de Nós. Intro
106794;800036017;Dinâmica de Grupo;Teórica;80;"O Educador como mediador no processo ensino-aprendizagem e nas relações interpessoais. Intervenções nos processos grupais em diferentes contextos.""""84594"
84594;101095046;Trabalho de Conclusão de Curso - Orientação;Estudos Orientados;20;"Desenvolvimento orientado e defesa do Trabalho de Conclusão de Curso. Acompanhamento e orientação para coleta de dados. Tabulação e análise dos resultados. Redação do artigo científico. Elaboração da apresentação. Defesa de monografia em banca.""""11"
